generated,dataset,match_type,exact_byte,exact_pixel,ahash_distance,dhash_distance,phash_distance,dataset_source,generated_source
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_027_rendered_connect_the_lines_000183.png,data/babyvision_data/images/83fb3fa8-9dc9-422b-96c6-3c137cd03527.jpg,nearest,False,False,33,27,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_028_rendered_connect_the_lines_000189.png,data/babyvision_data/images/b8b4cee5-2987-4d12-9d6a-060b727bfc82.png,nearest,False,False,33,26,22,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_028_rendered_connect_the_lines_000189.png,data/babyvision_data/images/a1908d24-c780-4c08-beb5-2588b85de1db.png,nearest,False,False,37,28,22,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_028_rendered_connect_the_lines_000189.png,data/babyvision_data/images/2c8e40ab-525c-4189-9eb5-4c5bd9b3099f.jpg,nearest,False,False,22,31,22,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_029_rendered_3d_cube_unfold_000191.png,data/babyvision_data/images/14e4a1a2-123f-4c03-ac16-75adcdf275ee.jpg,nearest,False,False,14,25,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_029_rendered_3d_cube_unfold_000191.png,data/babyvision_data/images/e2c4dba6-38ed-4b38-8f98-6199cecbcab9.png,nearest,False,False,16,30,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_029_rendered_3d_cube_unfold_000191.png,data/babyvision_data/images/40829b36-905b-4985-a87d-0624ad8b0be8.jpg,nearest,False,False,16,24,22,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_030_rendered_connect_the_lines_000195.png,data/babyvision_data/images/5cbdbd18-1743-4e2c-9418-6d7ec4f7ba2c.png,nearest,False,False,26,24,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_030_rendered_connect_the_lines_000195.png,data/babyvision_data/images/90668042-0e8e-4b2c-9941-8eddbd452901.png,nearest,False,False,30,16,22,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_030_rendered_connect_the_lines_000195.png,data/babyvision_data/images/2c8e40ab-525c-4189-9eb5-4c5bd9b3099f.jpg,nearest,False,False,21,26,22,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_031_rendered_connect_the_lines_000201.png,data/babyvision_data/images/40829b36-905b-4985-a87d-0624ad8b0be8.jpg,nearest,False,False,25,36,16,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_031_rendered_connect_the_lines_000201.png,data/babyvision_data/images/d1e8b2ff-cae6-4718-9c3f-75e260bf9b5e.png,nearest,False,False,22,28,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_031_rendered_connect_the_lines_000201.png,data/babyvision_data/images/845bd440-b423-4998-9b37-1a066c2fbc21.png,nearest,False,False,26,32,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_032_rendered_connect_the_lines_000207.png,data/babyvision_data/images/e2c4dba6-38ed-4b38-8f98-6199cecbcab9.png,nearest,False,False,27,29,16,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_032_rendered_connect_the_lines_000207.png,data/babyvision_data/images/81be3996-0374-4529-8979-b5468c6adc36.png,nearest,False,False,25,27,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_032_rendered_connect_the_lines_000207.png,data/babyvision_data/images/70498e1e-6674-41b9-82a3-fadfe068b97c.png,nearest,False,False,27,31,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_033_rendered_connect_the_lines_000219.png,data/babyvision_data/images/732da25b-91ba-4f85-b172-a22b7b73f2a5.jpg,nearest,False,False,31,24,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_033_rendered_connect_the_lines_000219.png,data/babyvision_data/images/d0e505a0-16f5-406f-bdab-440b661e8d90.jpg,nearest,False,False,24,25,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_033_rendered_connect_the_lines_000219.png,data/babyvision_data/images/a1908d24-c780-4c08-beb5-2588b85de1db.png,nearest,False,False,24,28,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_034_rendered_connect_the_lines_000225.png,data/babyvision_data/images/74c6b0c3-8ba1-47f0-ab86-8abaf78f32b3.jpg,nearest,False,False,19,24,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_034_rendered_connect_the_lines_000225.png,data/babyvision_data/images/c3ba8afe-045b-4ee6-9680-c6797f2278e8.png,nearest,False,False,21,26,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_034_rendered_connect_the_lines_000225.png,data/babyvision_data/images/3e40e91d-2be4-4294-a7a0-4401c7602234.png,nearest,False,False,39,30,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_035_rendered_find_the_same_000230.png,data/babyvision_data/images/a450ddcb-8548-49ea-aee4-ff3bede26ef6.jpg,nearest,False,False,12,27,14,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_035_rendered_find_the_same_000230.png,data/babyvision_data/images/b2343498-7f90-4d99-9a2c-6f14b3feb332.png,nearest,False,False,12,25,16,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_035_rendered_find_the_same_000230.png,data/babyvision_data/images/2b6ee8c7-4b0c-4d71-851a-d7129af7671c.png,nearest,False,False,14,25,16,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_036_rendered_connect_the_lines_000001.png,data/babyvision_data/images/f7f7855b-2e32-44ea-8a29-42e45c955965.jpg,nearest,False,False,26,25,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_036_rendered_connect_the_lines_000001.png,data/babyvision_data/images/4a81c121-d34b-43db-893a-5c5056454c6a.png,nearest,False,False,27,24,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_036_rendered_connect_the_lines_000001.png,data/babyvision_data/images/bf961d37-327b-4eeb-bf8f-26bd5810d92d.png,nearest,False,False,23,26,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_037_rendered_connect_the_lines_000004.png,data/babyvision_data/images/2c8e40ab-525c-4189-9eb5-4c5bd9b3099f.jpg,nearest,False,False,28,26,16,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_037_rendered_connect_the_lines_000004.png,data/babyvision_data/images/74c6b0c3-8ba1-47f0-ab86-8abaf78f32b3.jpg,nearest,False,False,24,22,22,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_037_rendered_connect_the_lines_000004.png,data/babyvision_data/images/577aaf5a-193c-4c4e-89a1-d73969bcc7c2.png,nearest,False,False,19,24,22,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_038_rendered_connect_the_lines_000007.png,data/babyvision_data/images/74c6b0c3-8ba1-47f0-ab86-8abaf78f32b3.jpg,nearest,False,False,19,21,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_038_rendered_connect_the_lines_000007.png,data/babyvision_data/images/8ab4cb2d-2e2b-4e6c-ae49-2acb6da6e30a.jpg,nearest,False,False,26,24,22,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_038_rendered_connect_the_lines_000007.png,data/babyvision_data/images/d1f6d0c5-488a-417a-9689-ec4e59c7ce64.jpg,nearest,False,False,32,31,22,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_039_rendered_find_the_same_000008.png,data/babyvision_data/images/a450ddcb-8548-49ea-aee4-ff3bede26ef6.jpg,nearest,False,False,12,29,16,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_039_rendered_find_the_same_000008.png,data/babyvision_data/images/40829b36-905b-4985-a87d-0624ad8b0be8.jpg,nearest,False,False,20,31,16,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_039_rendered_find_the_same_000008.png,data/babyvision_data/images/2c8e40ab-525c-4189-9eb5-4c5bd9b3099f.jpg,nearest,False,False,12,18,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_040_rendered_connect_the_lines_000016.png,data/babyvision_data/images/24dab832-cf4c-41ae-a5b3-b5e3299c1497.png,nearest,False,False,27,22,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_040_rendered_connect_the_lines_000016.png,data/babyvision_data/images/56962908-30ef-4d46-a8ca-2c304f4e4756.jpg,nearest,False,False,18,25,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_040_rendered_connect_the_lines_000016.png,data/babyvision_data/images/3859be0d-c76b-48f1-9a76-f6193be8ccd5.jpg,nearest,False,False,37,34,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_041_rendered_find_the_same_000020.png,data/babyvision_data/images/a450ddcb-8548-49ea-aee4-ff3bede26ef6.jpg,nearest,False,False,12,27,16,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_041_rendered_find_the_same_000020.png,data/babyvision_data/images/40829b36-905b-4985-a87d-0624ad8b0be8.jpg,nearest,False,False,20,35,16,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_041_rendered_find_the_same_000020.png,data/babyvision_data/images/81be3996-0374-4529-8979-b5468c6adc36.png,nearest,False,False,12,19,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_042_rendered_connect_the_lines_000022.png,data/babyvision_data/images/764860bf-1cc6-4eb6-9147-fe49d846e3f5.png,nearest,False,False,17,29,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_042_rendered_connect_the_lines_000022.png,data/babyvision_data/images/2c8e40ab-525c-4189-9eb5-4c5bd9b3099f.jpg,nearest,False,False,26,28,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_042_rendered_connect_the_lines_000022.png,data/babyvision_data/images/3981f844-c205-4f49-8603-c5c53a0d653c.jpg,nearest,False,False,19,29,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_043_rendered_connect_the_lines_000025.png,data/babyvision_data/images/74c6b0c3-8ba1-47f0-ab86-8abaf78f32b3.jpg,nearest,False,False,19,25,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_043_rendered_connect_the_lines_000025.png,data/babyvision_data/images/2c8e40ab-525c-4189-9eb5-4c5bd9b3099f.jpg,nearest,False,False,21,23,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_043_rendered_connect_the_lines_000025.png,data/babyvision_data/images/97827f5f-26ac-4b07-99c2-2841bca4fca3.png,nearest,False,False,23,26,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_044_rendered_connect_the_lines_000028.png,data/babyvision_data/images/4ba898c8-9728-4260-b7c3-6ed9c9de5e49.jpg,nearest,False,False,24,25,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_044_rendered_connect_the_lines_000028.png,data/babyvision_data/images/5b840d1f-79df-4e51-ac91-3451b8478e28.jpg,nearest,False,False,20,28,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_044_rendered_connect_the_lines_000028.png,data/babyvision_data/images/3f6e844f-c32c-49ef-aa36-3052fa6fda82.jpg,nearest,False,False,24,22,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_045_rendered_connect_the_lines_000031.png,data/babyvision_data/images/3814869c-d600-431a-99de-beee1e2c46a5.png,nearest,False,False,29,29,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_045_rendered_connect_the_lines_000031.png,data/babyvision_data/images/b9816827-1a10-4154-9ab6-d9058261a006.png,nearest,False,False,26,31,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_045_rendered_connect_the_lines_000031.png,data/babyvision_data/images/571d04b9-a05f-4a8a-a6f9-3093532e057f.jpeg,nearest,False,False,23,18,22,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_046_rendered_connect_the_lines_000034.png,data/babyvision_data/images/f63f93f6-51b2-4a72-9a96-c1ba5d06dc4b.jpg,nearest,False,False,23,23,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_046_rendered_connect_the_lines_000034.png,data/babyvision_data/images/2c8e40ab-525c-4189-9eb5-4c5bd9b3099f.jpg,nearest,False,False,25,27,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_046_rendered_connect_the_lines_000034.png,data/babyvision_data/images/93dd7d05-1484-4635-9f95-bef1aebcad00.png,nearest,False,False,29,24,22,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_047_ai_mirroring_patterns_000015.png,data/babyvision_data/images/44971773-3deb-422c-8d1f-469c14e73ce0.png,nearest,False,False,20,31,18,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_047_ai_mirroring_patterns_000015.png,data/babyvision_data/images/77292d06-e047-41c3-a097-2d75fef67c2d.png,nearest,False,False,27,23,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_047_ai_mirroring_patterns_000015.png,data/babyvision_data/images/b54c4748-8ef6-4d9a-92e5-ccd06687d426.jpg,nearest,False,False,17,25,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_048_ai_mirroring_patterns_000001.png,data/babyvision_data/images/0950579a-5d14-4ac8-b24a-2639291ae522.jpg,nearest,False,False,15,25,14,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_048_ai_mirroring_patterns_000001.png,data/babyvision_data/images/9898e0d9-d7b0-41c0-b3ab-f59c7a843563.jpg,nearest,False,False,18,27,14,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_048_ai_mirroring_patterns_000001.png,data/babyvision_data/images/b54c4748-8ef6-4d9a-92e5-ccd06687d426.jpg,nearest,False,False,20,20,16,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_049_ai_mirroring_patterns_000002.png,data/babyvision_data/images/0edfe18c-194d-4219-95bb-ba045cbe3f85.jpg,nearest,False,False,29,23,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_049_ai_mirroring_patterns_000002.png,data/babyvision_data/images/0009e1a6-a625-4d52-a1fc-f3f2e634ef2a.jpg,nearest,False,False,23,16,22,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_049_ai_mirroring_patterns_000002.png,data/babyvision_data/images/c2ce8a0b-bc0a-4fcc-8db0-3eb29f30fbdc.png,nearest,False,False,19,18,22,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_050_ai_rotation_patterns_000009.png,data/babyvision_data/images/a35448b7-cf97-4098-856b-a13455b823eb.png,nearest,False,False,27,22,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_050_ai_rotation_patterns_000009.png,data/babyvision_data/images/d53bf4fe-d9bf-487e-a37c-1024ff293c68.jpg,nearest,False,False,30,27,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases/mixed_050_ai_rotation_patterns_000009.png,data/babyvision_data/images/067d656a-b95f-47ce-a0c3-7e54cdf6dc40.jpg,nearest,False,False,19,29,20,data/babyvision_data/images,synthetic_outputs/gemini_wrong_hard_cases_mixed_20260524T032756Z/hard_cases
